yearend,locationabbr,sample_size,age(years),classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2011,GA,2823.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.1
2011,GA,319.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.7
2011,GA,851.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,38.9
2011,GA,1221.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,30.7
2011,GA,1746.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,26.1
2011,GA,2253.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,23.8
2011,GA,2940.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.0
2011,GA,323.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,19.2
2011,GA,864.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,22.5
2011,GA,1232.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,26.1
2011,GA,1763.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,28.0
2011,GA,2285.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.3
2011,GA,2999.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,36.4
2012,GA,286.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,14.0
2012,GA,531.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,30.6
2012,GA,691.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,31.9
2012,GA,1091.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,33.6
2012,GA,1269.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,36.0
2012,GA,1834.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.4
2012,GA,286.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,26.3
2012,GA,531.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,33.8
2012,GA,691.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.6
2012,GA,1091.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.5
2012,GA,1269.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,39.1
2012,GA,1834.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.8
2012,GA,309.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,17.3
2012,GA,576.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,17.6
2012,GA,744.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,17.3
2012,GA,1142.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,25.6
2012,GA,1338.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,31.0
2012,GA,1919.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,34.4
2013,GA,461.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,19.8
2013,GA,822.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,27.3
2013,GA,997.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,34.7
2013,GA,1393.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,34.9
2013,GA,1763.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,35.9
2013,GA,2170.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.5
2013,GA,461.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,22.2
2013,GA,822.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,35.6
2013,GA,997.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.2
2013,GA,1393.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,38.4
2013,GA,1763.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.7
2013,GA,2170.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.2
2013,GA,440.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,51.7
2013,GA,813.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,42.3
2013,GA,979.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,45.1
2013,GA,1331.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,44.6
2013,GA,1687.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,42.2
2013,GA,1986.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,34.1
2013,GA,1323.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,21.8
2013,GA,1660.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,22.2
2013,GA,967.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,22.1
2013,GA,791.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,21.8
2013,GA,436.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,33.7
2013,GA,1920.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.0
2013,GA,436.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,58.9
2013,GA,790.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,51.5
2013,GA,955.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,47.3
2013,GA,1317.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,48.3
2013,GA,1646.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,49.8
2013,GA,1975.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,51.1
2013,GA,432.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,33.9
2013,GA,786.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,26.1
2013,GA,945.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,19.2
2013,GA,1310.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,20.5
2013,GA,1630.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,15.6
2013,GA,1950.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,15.7
2013,GA,434.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,35.1
2013,GA,787.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,26.8
2013,GA,951.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,27.2
2013,GA,1311.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,28.6
2013,GA,1641.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,33.7
2013,GA,1956.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.1
2013,GA,440.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,47.2
2013,GA,802.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,37.3
2013,GA,972.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,29.6
2013,GA,1331.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,27.7
2013,GA,1689.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,23.5
2013,GA,2043.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.7
2013,GA,1344.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,30.4
2013,GA,1712.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.9
2013,GA,444.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,19.1
2013,GA,812.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,22.9
2013,GA,2082.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,34.4
2013,GA,987.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,26.1
2014,GA,305.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,17.0
2014,GA,491.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,29.0
2014,GA,661.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,33.3
2014,GA,1007.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,36.2
2014,GA,1313.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,35.2
2014,GA,2067.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,29.5
2014,GU,374.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,26.0
2014,GA,305.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,28.2
2014,GA,491.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,31.0
2014,GA,661.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,37.2
2014,GA,1007.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.7
2014,GA,1313.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,37.6
2014,GA,2067.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.3
2014,GA,330.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,14.9
2014,GA,553.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,18.6
2014,GA,736.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,19.9
2014,GA,1085.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,26.1
2014,GA,1455.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,26.6
2014,GA,2188.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,34.6
2014,GU,283.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,18.7
2014,GU,465.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,34.6
2014,GU,448.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,30.5
2014,GU,488.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,29.4
2014,GU,294.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.9
2014,GU,283.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,33.2
2014,GU,465.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,29.0
2014,GU,448.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.6
2014,GU,488.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,39.8
2014,GU,374.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,39.0
2014,GU,294.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.3
2014,GU,308.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,17.8
2014,GU,510.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,23.4
2014,GU,489.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,27.0
2014,GU,513.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,31.3
2014,GU,394.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,33.7
2014,GU,304.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.1
2011,HI,330.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,9.3
2011,HI,694.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,23.7
2011,HI,825.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,30.5
2011,HI,1251.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,25.0
2011,HI,1821.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,22.8
2011,HI,2486.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,16.9
2011,HI,330.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,26.0
2011,HI,694.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,34.8
2011,HI,824.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,32.0
2011,HI,1241.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,35.7
2011,HI,1798.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,35.2
2011,HI,2485.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,36.6
2011,HI,2415.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,28.4
2011,HI,1815.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,35.7
2011,HI,1231.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,38.3
2011,HI,821.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,42.8
2011,HI,697.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,43.7
2011,HI,322.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,52.9
2011,HI,320.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,27.0
2011,HI,692.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,26.5
2011,HI,820.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,25.3
2011,HI,1220.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,19.4
2011,HI,1805.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,20.0
2011,HI,2344.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,18.5
2011,HI,323.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,64.7
2011,HI,687.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,57.4
2011,HI,820.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,52.5
2011,HI,1218.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,55.8
2011,HI,1796.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,59.4
2011,HI,2413.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,62.6
2011,HI,1237.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,21.2
2011,HI,321.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,34.5
2011,HI,683.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,28.0
2011,HI,817.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,21.2
2011,HI,1211.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,21.6
2011,HI,1788.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,19.3
2011,HI,2395.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.0
2011,HI,322.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,44.5
2011,HI,684.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,32.7
2011,HI,820.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,29.7
2011,HI,1215.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,34.8
2011,HI,1792.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,38.7
2011,HI,2403.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,49.2
2011,HI,322.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,41.3
2011,HI,687.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,38.7
2011,HI,821.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,33.5
2011,HI,1226.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,29.4
2011,HI,1828.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,25.2
2011,HI,2437.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.5
2011,HI,324.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.2
2011,HI,695.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,18.3
2011,HI,826.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,21.8
2011,HI,1839.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,22.6
2011,HI,2461.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.7
2012,HI,613.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,17.3
2012,HI,947.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,24.7
2012,HI,1019.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,32.0
2012,HI,1222.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,27.7
2012,HI,1551.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,25.9
2012,HI,1984.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,14.1
2012,HI,613.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,21.6
2012,HI,947.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,30.5
2012,HI,1019.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,32.5
2012,HI,1222.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,33.9
2012,HI,1551.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.4
2012,HI,1984.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,36.2
2012,HI,637.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,9.0
2012,HI,1002.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,17.1
2012,HI,1046.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,16.0
2012,HI,1249.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,17.2
2012,HI,1584.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,19.6
2012,HI,2011.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,28.6
2013,HI,620.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,15.0
2013,HI,937.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,25.8
2013,HI,967.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,24.2
2013,HI,1233.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,27.0
2013,HI,1625.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,21.9
2013,HI,2227.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,16.1
2013,HI,620.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,24.5
2013,HI,937.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,34.1
2013,HI,967.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,37.0
2013,HI,1233.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,35.7
2013,HI,1625.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,34.7
2013,HI,2227.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,32.9
2013,HI,1592.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,37.5
2013,HI,586.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,49.3
2013,HI,924.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,41.7
2013,HI,928.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,40.7
2013,HI,1196.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,43.5
2013,HI,2133.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.8
2013,HI,2077.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,20.4
2013,HI,914.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,21.6
2013,HI,925.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,24.9
2013,HI,1186.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,22.9
2013,HI,1564.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,16.3
2013,HI,575.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,38.1
2013,HI,576.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,59.1
2013,HI,910.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,58.4
2013,HI,907.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,59.2
2013,HI,1181.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,60.5
2013,HI,1561.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,60.1
2013,HI,2131.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,63.1
2013,HI,572.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,35.4
2013,HI,895.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,33.2
2013,HI,905.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,25.5
2013,HI,1175.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,23.3
2013,HI,1555.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,22.7
2013,HI,2120.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.6
2013,HI,1558.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,40.2
2013,HI,2123.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,47.7
2013,HI,573.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,37.4
2013,HI,907.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,33.4
2013,HI,903.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,37.6
2013,HI,1177.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,38.3
2013,HI,574.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,49.6
2013,HI,898.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,44.8
2013,HI,925.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,33.2
2013,HI,1187.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,30.6
2013,HI,1585.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,29.4
2013,HI,2135.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,28.4
2013,HI,2149.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.4
2013,HI,1195.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,23.1
2013,HI,581.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.8
2013,HI,918.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,19.6
2013,HI,929.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,20.1
2013,HI,1596.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,22.7
2014,HI,507.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,13.8
2014,HI,834.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,25.9
2014,HI,843.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,28.0
2014,HI,1094.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,26.4
2014,HI,1544.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,23.9
2014,HI,2083.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,14.1
2014,HI,507.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,27.0
2014,HI,834.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,34.7
2014,HI,843.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.5
2014,HI,1094.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,37.2
2014,HI,1544.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,40.2
2014,HI,2083.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,37.5
2014,HI,546.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,13.0
2014,HI,906.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,12.1
2014,HI,889.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,20.8
